#serial-number;device-position;device-identification;created;value-data-count;manufacturer;version;device-type;access-number;status;signature;fabrication-no,,inst-value,0,0,0;datetime,,inst-value,0,0,0;volume,m3,inst-value,0,0,0;volume acc-of-abs-value-only-if-neg-contr,m3,inst-value,0,0,0;volume,m3,inst-value,0,0,1;date,,inst-value,0,0,1;volume,m3,inst-value,0,0,2;date,,inst-value,0,0,2;volume,m3,inst-value,0,0,3;date,,inst-value,0,0,3;volume,m3,inst-value,0,0,4;date,,inst-value,0,0,4;volume,m3,inst-value,0,0,5;date,,inst-value,0,0,5;volume,m3,inst-value,0,0,6;date,,inst-value,0,0,6;volume,m3,inst-value,0,0,7;date,,inst-value,0,0,7;volume,m3,inst-value,0,0,8;date,,inst-value,0,0,8;volume,m3,inst-value,0,0,9;date,,inst-value,0,0,9;volume,m3,inst-value,0,0,10;date,,inst-value,0,0,10;volume,m3,inst-value,0,0,11;date,,inst-value,0,0,11;volume,m3,inst-value,0,0,12;date,,inst-value,0,0,12;volume,m3,inst-value,0,0,13;date,,inst-value,0,0,13;date future-value,,inst-value,0,0,0;storage-interval,month(s),inst-value,0,0,0;error-flags-dev-spec,,inst-value,0,0,0;fw-version,,inst-value,0,0,0;other-sw-version,,inst-value,0,0,0
0016044252;;24063624;2026-02-17 00:00:00;00;MAD;51;water;151;0;0;0;2026-02-17 07:24:00;0.659;0.059;0.659;2026-01-01 00:00:00;0.659;2026-01-31 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;-0.057;2025-09-30 00:00:00;0.205;2025-10-31 00:00:00;0.365;2025-11-30 00:00:00;0.659;2025-12-31 00:00:00;2027-01-01 00:00:00;12;24;788;24890
0016044252;;24063624;2026-02-18 00:00:00;00;MAD;51;water;152;0;0;0;2026-02-18 07:24:00;0.659;0.059;0.659;2026-01-01 00:00:00;0.659;2026-01-31 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;-0.057;2025-09-30 00:00:00;0.205;2025-10-31 00:00:00;0.365;2025-11-30 00:00:00;0.659;2025-12-31 00:00:00;2027-01-01 00:00:00;12;24;788;24890
0016044252;;24063624;2026-02-18 15:00:00;00;MAD;51;water;153;0;0;0;2026-02-18 22:23:00;0.659;0.059;0.659;2026-01-01 00:00:00;0.659;2026-01-31 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;-0.057;2025-09-30 00:00:00;0.205;2025-10-31 00:00:00;0.365;2025-11-30 00:00:00;0.659;2025-12-31 00:00:00;2027-01-01 00:00:00;12;24;788;24890
#serial-number;device-position;device-identification;created;value-data-count;manufacturer;version;device-type;access-number;status;signature;fabrication-no,,inst-value,0,0,0;datetime,,inst-value,0,0,0;volume,m3,inst-value,0,0,0;volume acc-of-abs-value-only-if-neg-contr,m3,inst-value,0,0,0;volume,m3,inst-value,0,0,1;date,,inst-value,0,0,1;volume,m3,inst-value,0,0,2;date,,inst-value,0,0,2;volume,m3,inst-value,0,0,3;date,,inst-value,0,0,3;volume,m3,inst-value,0,0,4;date,,inst-value,0,0,4;volume,m3,inst-value,0,0,5;date,,inst-value,0,0,5;volume,m3,inst-value,0,0,6;date,,inst-value,0,0,6;volume,m3,inst-value,0,0,7;date,,inst-value,0,0,7;volume,m3,inst-value,0,0,8;date,,inst-value,0,0,8;volume,m3,inst-value,0,0,9;date,,inst-value,0,0,9;volume,m3,inst-value,0,0,10;date,,inst-value,0,0,10;volume,m3,inst-value,0,0,11;date,,inst-value,0,0,11;volume,m3,inst-value,0,0,12;date,,inst-value,0,0,12;volume,m3,inst-value,0,0,13;date,,inst-value,0,0,13;date future-value,,inst-value,0,0,0;storage-interval,month(s),inst-value,0,0,0;error-flags-dev-spec,,inst-value,0,0,0;fw-version,,inst-value,0,0,0;other-sw-version,,inst-value,0,0,0
0016044252;;24063625;2026-02-17 00:00:00;00;MAD;51;water;151;0;0;0;2026-02-17 07:23:00;0.838;0.003;0.830;2026-01-01 00:00:00;0.834;2026-01-31 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;-0.003;2025-09-30 00:00:00;0.059;2025-10-31 00:00:00;0.084;2025-11-30 00:00:00;0.830;2025-12-31 00:00:00;2027-01-01 00:00:00;12;0;788;24890
0016044252;;24063625;2026-02-18 00:00:00;00;MAD;51;water;152;0;0;0;2026-02-18 07:23:00;0.838;0.003;0.830;2026-01-01 00:00:00;0.834;2026-01-31 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;-0.003;2025-09-30 00:00:00;0.059;2025-10-31 00:00:00;0.084;2025-11-30 00:00:00;0.830;2025-12-31 00:00:00;2027-01-01 00:00:00;12;0;788;24890
0016044252;;24063625;2026-02-18 15:00:00;00;MAD;51;water;153;0;0;0;2026-02-18 22:22:00;0.838;0.003;0.830;2026-01-01 00:00:00;0.834;2026-01-31 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;-0.003;2025-09-30 00:00:00;0.059;2025-10-31 00:00:00;0.084;2025-11-30 00:00:00;0.830;2025-12-31 00:00:00;2027-01-01 00:00:00;12;0;788;24890
#serial-number;device-position;device-identification;created;value-data-count;manufacturer;version;device-type;access-number;status;signature;fabrication-no,,inst-value,0,0,0;datetime,,inst-value,0,0,0;volume,m3,inst-value,0,0,0;volume acc-of-abs-value-only-if-neg-contr,m3,inst-value,0,0,0;volume,m3,inst-value,0,0,1;date,,inst-value,0,0,1;volume,m3,inst-value,0,0,2;date,,inst-value,0,0,2;volume,m3,inst-value,0,0,3;date,,inst-value,0,0,3;volume,m3,inst-value,0,0,4;date,,inst-value,0,0,4;volume,m3,inst-value,0,0,5;date,,inst-value,0,0,5;volume,m3,inst-value,0,0,6;date,,inst-value,0,0,6;volume,m3,inst-value,0,0,7;date,,inst-value,0,0,7;volume,m3,inst-value,0,0,8;date,,inst-value,0,0,8;volume,m3,inst-value,0,0,9;date,,inst-value,0,0,9;volume,m3,inst-value,0,0,10;date,,inst-value,0,0,10;volume,m3,inst-value,0,0,11;date,,inst-value,0,0,11;volume,m3,inst-value,0,0,12;date,,inst-value,0,0,12;volume,m3,inst-value,0,0,13;date,,inst-value,0,0,13;date future-value,,inst-value,0,0,0;storage-interval,month(s),inst-value,0,0,0;error-flags-dev-spec,,inst-value,0,0,0;fw-version,,inst-value,0,0,0;other-sw-version,,inst-value,0,0,0
0016044252;;24063626;2026-02-17 00:00:00;00;MAD;51;water;152;0;0;0;2026-02-17 07:27:00;0.163;0.000;0.163;2026-01-01 00:00:00;0.163;2026-01-31 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2025-09-30 00:00:00;0.104;2025-10-31 00:00:00;0.163;2025-11-30 00:00:00;0.163;2025-12-31 00:00:00;2027-01-01 00:00:00;12;24;788;24890
0016044252;;24063626;2026-02-18 00:00:00;00;MAD;51;water;153;0;0;0;2026-02-18 07:27:00;0.163;0.000;0.163;2026-01-01 00:00:00;0.163;2026-01-31 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2025-09-30 00:00:00;0.104;2025-10-31 00:00:00;0.163;2025-11-30 00:00:00;0.163;2025-12-31 00:00:00;2027-01-01 00:00:00;12;24;788;24890
0016044252;;24063626;2026-02-18 15:00:00;00;MAD;51;water;154;0;0;0;2026-02-18 22:27:00;0.163;0.000;0.163;2026-01-01 00:00:00;0.163;2026-01-31 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2025-09-30 00:00:00;0.104;2025-10-31 00:00:00;0.163;2025-11-30 00:00:00;0.163;2025-12-31 00:00:00;2027-01-01 00:00:00;12;24;788;24890
#serial-number;device-position;device-identification;created;value-data-count;manufacturer;version;device-type;access-number;status;signature;fabrication-no,,inst-value,0,0,0;datetime,,inst-value,0,0,0;volume,m3,inst-value,0,0,0;volume acc-of-abs-value-only-if-neg-contr,m3,inst-value,0,0,0;volume,m3,inst-value,0,0,1;date,,inst-value,0,0,1;volume,m3,inst-value,0,0,2;date,,inst-value,0,0,2;volume,m3,inst-value,0,0,3;date,,inst-value,0,0,3;volume,m3,inst-value,0,0,4;date,,inst-value,0,0,4;volume,m3,inst-value,0,0,5;date,,inst-value,0,0,5;volume,m3,inst-value,0,0,6;date,,inst-value,0,0,6;volume,m3,inst-value,0,0,7;date,,inst-value,0,0,7;volume,m3,inst-value,0,0,8;date,,inst-value,0,0,8;volume,m3,inst-value,0,0,9;date,,inst-value,0,0,9;volume,m3,inst-value,0,0,10;date,,inst-value,0,0,10;volume,m3,inst-value,0,0,11;date,,inst-value,0,0,11;volume,m3,inst-value,0,0,12;date,,inst-value,0,0,12;volume,m3,inst-value,0,0,13;date,,inst-value,0,0,13;date future-value,,inst-value,0,0,0;storage-interval,month(s),inst-value,0,0,0;error-flags-dev-spec,,inst-value,0,0,0;fw-version,,inst-value,0,0,0;other-sw-version,,inst-value,0,0,0
0016044252;;24063627;2026-02-17 00:00:00;00;MAD;51;water;151;0;0;0;2026-02-17 07:30:00;0.149;0.000;0.149;2026-01-01 00:00:00;0.149;2026-01-31 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2025-09-30 00:00:00;0.085;2025-10-31 00:00:00;0.086;2025-11-30 00:00:00;0.149;2025-12-31 00:00:00;2027-01-01 00:00:00;12;24;788;24890
0016044252;;24063627;2026-02-18 00:00:00;00;MAD;51;water;152;0;0;0;2026-02-18 07:30:00;0.149;0.000;0.149;2026-01-01 00:00:00;0.149;2026-01-31 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2025-09-30 00:00:00;0.085;2025-10-31 00:00:00;0.086;2025-11-30 00:00:00;0.149;2025-12-31 00:00:00;2027-01-01 00:00:00;12;24;788;24890
0016044252;;24063627;2026-02-18 15:00:00;00;MAD;51;water;153;0;0;0;2026-02-18 22:29:00;0.149;0.000;0.149;2026-01-01 00:00:00;0.149;2026-01-31 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2025-09-30 00:00:00;0.085;2025-10-31 00:00:00;0.086;2025-11-30 00:00:00;0.149;2025-12-31 00:00:00;2027-01-01 00:00:00;12;24;788;24890
#serial-number;device-position;device-identification;created;value-data-count;manufacturer;version;device-type;access-number;status;signature;fabrication-no,,inst-value,0,0,0;datetime,,inst-value,0,0,0;volume,m3,inst-value,0,0,0;volume acc-of-abs-value-only-if-neg-contr,m3,inst-value,0,0,0;volume,m3,inst-value,0,0,1;date,,inst-value,0,0,1;volume,m3,inst-value,0,0,2;date,,inst-value,0,0,2;volume,m3,inst-value,0,0,3;date,,inst-value,0,0,3;volume,m3,inst-value,0,0,4;date,,inst-value,0,0,4;volume,m3,inst-value,0,0,5;date,,inst-value,0,0,5;volume,m3,inst-value,0,0,6;date,,inst-value,0,0,6;volume,m3,inst-value,0,0,7;date,,inst-value,0,0,7;volume,m3,inst-value,0,0,8;date,,inst-value,0,0,8;volume,m3,inst-value,0,0,9;date,,inst-value,0,0,9;volume,m3,inst-value,0,0,10;date,,inst-value,0,0,10;volume,m3,inst-value,0,0,11;date,,inst-value,0,0,11;volume,m3,inst-value,0,0,12;date,,inst-value,0,0,12;volume,m3,inst-value,0,0,13;date,,inst-value,0,0,13;date future-value,,inst-value,0,0,0;storage-interval,month(s),inst-value,0,0,0;error-flags-dev-spec,,inst-value,0,0,0;fw-version,,inst-value,0,0,0;other-sw-version,,inst-value,0,0,0
0016044252;;24063628;2026-02-17 00:00:00;00;MAD;51;water;151;0;0;0;2026-02-17 07:30:00;0.236;0.000;0.187;2026-01-01 00:00:00;0.235;2026-01-31 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;1.087;2025-09-30 00:00:00;0.077;2025-10-31 00:00:00;0.087;2025-11-30 00:00:00;0.187;2025-12-31 00:00:00;2027-01-01 00:00:00;12;8;788;24890
0016044252;;24063628;2026-02-18 00:00:00;00;MAD;51;water;152;0;0;0;2026-02-18 07:30:00;0.236;0.000;0.187;2026-01-01 00:00:00;0.235;2026-01-31 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;1.087;2025-09-30 00:00:00;0.077;2025-10-31 00:00:00;0.087;2025-11-30 00:00:00;0.187;2025-12-31 00:00:00;2027-01-01 00:00:00;12;8;788;24890
0016044252;;24063628;2026-02-18 15:00:00;00;MAD;51;water;153;0;0;0;2026-02-18 22:30:00;0.236;0.000;0.187;2026-01-01 00:00:00;0.235;2026-01-31 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;1.087;2025-09-30 00:00:00;0.077;2025-10-31 00:00:00;0.087;2025-11-30 00:00:00;0.187;2025-12-31 00:00:00;2027-01-01 00:00:00;12;8;788;24890
#serial-number;device-position;device-identification;created;value-data-count;manufacturer;version;device-type;access-number;status;signature;fabrication-no,,inst-value,0,0,0;datetime,,inst-value,0,0,0;volume,m3,inst-value,0,0,0;volume acc-of-abs-value-only-if-neg-contr,m3,inst-value,0,0,0;volume,m3,inst-value,0,0,1;date,,inst-value,0,0,1;volume,m3,inst-value,0,0,2;date,,inst-value,0,0,2;volume,m3,inst-value,0,0,3;date,,inst-value,0,0,3;volume,m3,inst-value,0,0,4;date,,inst-value,0,0,4;volume,m3,inst-value,0,0,5;date,,inst-value,0,0,5;volume,m3,inst-value,0,0,6;date,,inst-value,0,0,6;volume,m3,inst-value,0,0,7;date,,inst-value,0,0,7;volume,m3,inst-value,0,0,8;date,,inst-value,0,0,8;volume,m3,inst-value,0,0,9;date,,inst-value,0,0,9;volume,m3,inst-value,0,0,10;date,,inst-value,0,0,10;volume,m3,inst-value,0,0,11;date,,inst-value,0,0,11;volume,m3,inst-value,0,0,12;date,,inst-value,0,0,12;volume,m3,inst-value,0,0,13;date,,inst-value,0,0,13;date future-value,,inst-value,0,0,0;storage-interval,month(s),inst-value,0,0,0;error-flags-dev-spec,,inst-value,0,0,0;fw-version,,inst-value,0,0,0;other-sw-version,,inst-value,0,0,0
0016044252;;24063629;2026-02-17 00:00:00;00;MAD;51;water;151;0;0;0;2026-02-17 07:29:00;0.089;0.000;0.089;2026-01-01 00:00:00;0.089;2026-01-31 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.001;2025-09-30 00:00:00;0.077;2025-10-31 00:00:00;0.077;2025-11-30 00:00:00;0.089;2025-12-31 00:00:00;2027-01-01 00:00:00;12;24;788;24890
0016044252;;24063629;2026-02-18 00:00:00;00;MAD;51;water;152;0;0;0;2026-02-18 07:29:00;0.089;0.000;0.089;2026-01-01 00:00:00;0.089;2026-01-31 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.001;2025-09-30 00:00:00;0.077;2025-10-31 00:00:00;0.077;2025-11-30 00:00:00;0.089;2025-12-31 00:00:00;2027-01-01 00:00:00;12;24;788;24890
0016044252;;24063629;2026-02-18 15:00:00;00;MAD;51;water;153;0;0;0;2026-02-18 22:28:00;0.089;0.000;0.089;2026-01-01 00:00:00;0.089;2026-01-31 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.001;2025-09-30 00:00:00;0.077;2025-10-31 00:00:00;0.077;2025-11-30 00:00:00;0.089;2025-12-31 00:00:00;2027-01-01 00:00:00;12;24;788;24890
#serial-number;device-position;device-identification;created;value-data-count;manufacturer;version;device-type;access-number;status;signature;fabrication-no,,inst-value,0,0,0;datetime,,inst-value,0,0,0;volume,m3,inst-value,0,0,0;volume acc-of-abs-value-only-if-neg-contr,m3,inst-value,0,0,0;volume,m3,inst-value,0,0,1;date,,inst-value,0,0,1;volume,m3,inst-value,0,0,2;date,,inst-value,0,0,2;volume,m3,inst-value,0,0,3;date,,inst-value,0,0,3;volume,m3,inst-value,0,0,4;date,,inst-value,0,0,4;volume,m3,inst-value,0,0,5;date,,inst-value,0,0,5;volume,m3,inst-value,0,0,6;date,,inst-value,0,0,6;volume,m3,inst-value,0,0,7;date,,inst-value,0,0,7;volume,m3,inst-value,0,0,8;date,,inst-value,0,0,8;volume,m3,inst-value,0,0,9;date,,inst-value,0,0,9;volume,m3,inst-value,0,0,10;date,,inst-value,0,0,10;volume,m3,inst-value,0,0,11;date,,inst-value,0,0,11;volume,m3,inst-value,0,0,12;date,,inst-value,0,0,12;volume,m3,inst-value,0,0,13;date,,inst-value,0,0,13;date future-value,,inst-value,0,0,0;storage-interval,month(s),inst-value,0,0,0;error-flags-dev-spec,,inst-value,0,0,0;fw-version,,inst-value,0,0,0;other-sw-version,,inst-value,0,0,0
0016044252;;24063631;2026-02-17 00:00:00;00;MAD;51;water;151;0;0;0;2026-02-17 07:31:00;2.388;0.000;0.203;2026-01-01 00:00:00;1.212;2026-01-31 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2025-09-30 00:00:00;0.133;2025-10-31 00:00:00;0.138;2025-11-30 00:00:00;0.203;2025-12-31 00:00:00;2027-01-01 00:00:00;12;8;788;24890
0016044252;;24063631;2026-02-18 00:00:00;00;MAD;51;water;152;0;0;0;2026-02-18 07:31:00;2.448;0.000;0.203;2026-01-01 00:00:00;1.212;2026-01-31 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2025-09-30 00:00:00;0.133;2025-10-31 00:00:00;0.138;2025-11-30 00:00:00;0.203;2025-12-31 00:00:00;2027-01-01 00:00:00;12;8;788;24890
0016044252;;24063631;2026-02-18 15:00:00;00;MAD;51;water;153;0;0;0;2026-02-18 22:30:00;2.573;0.000;0.203;2026-01-01 00:00:00;1.212;2026-01-31 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2025-09-30 00:00:00;0.133;2025-10-31 00:00:00;0.138;2025-11-30 00:00:00;0.203;2025-12-31 00:00:00;2027-01-01 00:00:00;12;8;788;24890
#serial-number;device-position;device-identification;created;value-data-count;manufacturer;version;device-type;access-number;status;signature;fabrication-no,,inst-value,0,0,0;datetime,,inst-value,0,0,0;volume,m3,inst-value,0,0,0;volume acc-of-abs-value-only-if-neg-contr,m3,inst-value,0,0,0;volume,m3,inst-value,0,0,1;date,,inst-value,0,0,1;volume,m3,inst-value,0,0,2;date,,inst-value,0,0,2;volume,m3,inst-value,0,0,3;date,,inst-value,0,0,3;volume,m3,inst-value,0,0,4;date,,inst-value,0,0,4;volume,m3,inst-value,0,0,5;date,,inst-value,0,0,5;volume,m3,inst-value,0,0,6;date,,inst-value,0,0,6;volume,m3,inst-value,0,0,7;date,,inst-value,0,0,7;volume,m3,inst-value,0,0,8;date,,inst-value,0,0,8;volume,m3,inst-value,0,0,9;date,,inst-value,0,0,9;volume,m3,inst-value,0,0,10;date,,inst-value,0,0,10;volume,m3,inst-value,0,0,11;date,,inst-value,0,0,11;volume,m3,inst-value,0,0,12;date,,inst-value,0,0,12;volume,m3,inst-value,0,0,13;date,,inst-value,0,0,13;date future-value,,inst-value,0,0,0;storage-interval,month(s),inst-value,0,0,0;error-flags-dev-spec,,inst-value,0,0,0;fw-version,,inst-value,0,0,0;other-sw-version,,inst-value,0,0,0
0016044252;;24063632;2026-02-17 00:00:00;00;MAD;51;water;151;0;0;0;2026-02-17 07:29:00;0.191;0.000;0.191;2026-01-01 00:00:00;0.191;2026-01-31 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.016;2025-09-30 00:00:00;0.097;2025-10-31 00:00:00;0.104;2025-11-30 00:00:00;0.191;2025-12-31 00:00:00;2027-01-01 00:00:00;12;24;788;24890
0016044252;;24063632;2026-02-18 00:00:00;00;MAD;51;water;152;0;0;0;2026-02-18 07:29:00;0.191;0.000;0.191;2026-01-01 00:00:00;0.191;2026-01-31 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.016;2025-09-30 00:00:00;0.097;2025-10-31 00:00:00;0.104;2025-11-30 00:00:00;0.191;2025-12-31 00:00:00;2027-01-01 00:00:00;12;24;788;24890
0016044252;;24063632;2026-02-18 15:00:00;00;MAD;51;water;153;0;0;0;2026-02-18 22:28:00;0.191;0.000;0.191;2026-01-01 00:00:00;0.191;2026-01-31 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.016;2025-09-30 00:00:00;0.097;2025-10-31 00:00:00;0.104;2025-11-30 00:00:00;0.191;2025-12-31 00:00:00;2027-01-01 00:00:00;12;24;788;24890
#serial-number;device-position;device-identification;created;value-data-count;manufacturer;version;device-type;access-number;status;signature;fabrication-no,,inst-value,0,0,0;datetime,,inst-value,0,0,0;volume,m3,inst-value,0,0,0;volume acc-of-abs-value-only-if-neg-contr,m3,inst-value,0,0,0;volume,m3,inst-value,0,0,1;date,,inst-value,0,0,1;volume,m3,inst-value,0,0,2;date,,inst-value,0,0,2;volume,m3,inst-value,0,0,3;date,,inst-value,0,0,3;volume,m3,inst-value,0,0,4;date,,inst-value,0,0,4;volume,m3,inst-value,0,0,5;date,,inst-value,0,0,5;volume,m3,inst-value,0,0,6;date,,inst-value,0,0,6;volume,m3,inst-value,0,0,7;date,,inst-value,0,0,7;volume,m3,inst-value,0,0,8;date,,inst-value,0,0,8;volume,m3,inst-value,0,0,9;date,,inst-value,0,0,9;volume,m3,inst-value,0,0,10;date,,inst-value,0,0,10;volume,m3,inst-value,0,0,11;date,,inst-value,0,0,11;volume,m3,inst-value,0,0,12;date,,inst-value,0,0,12;volume,m3,inst-value,0,0,13;date,,inst-value,0,0,13;date future-value,,inst-value,0,0,0;storage-interval,month(s),inst-value,0,0,0;error-flags-dev-spec,,inst-value,0,0,0;fw-version,,inst-value,0,0,0;other-sw-version,,inst-value,0,0,0
0016044252;;24063633;2026-02-17 00:00:00;00;MAD;51;water;151;0;0;0;2026-02-17 07:33:00;0.285;0.000;0.285;2026-01-01 00:00:00;0.285;2026-01-31 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.001;2025-09-30 00:00:00;0.144;2025-10-31 00:00:00;0.160;2025-11-30 00:00:00;0.285;2025-12-31 00:00:00;2027-01-01 00:00:00;12;24;788;24890
0016044252;;24063633;2026-02-18 00:00:00;00;MAD;51;water;152;0;0;0;2026-02-18 07:33:00;0.285;0.000;0.285;2026-01-01 00:00:00;0.285;2026-01-31 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.001;2025-09-30 00:00:00;0.144;2025-10-31 00:00:00;0.160;2025-11-30 00:00:00;0.285;2025-12-31 00:00:00;2027-01-01 00:00:00;12;24;788;24890
0016044252;;24063633;2026-02-18 15:00:00;00;MAD;51;water;153;0;0;0;2026-02-18 22:33:00;0.285;0.000;0.285;2026-01-01 00:00:00;0.285;2026-01-31 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.000;2000-01-01 00:00:00;0.001;2025-09-30 00:00:00;0.144;2025-10-31 00:00:00;0.160;2025-11-30 00:00:00;0.285;2025-12-31 00:00:00;2027-01-01 00:00:00;12;24;788;24890
